typology_code,all_forms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
Brunsting 9,Brunsting 9|Niederbieber 104|Stuart 211,Br. 9|Br.9|Bru. 9|Bru.9|Brunst. 9|Brunst.9|NB 104|NB104|Nb. 104|Nb.104|Nieb. 104|Nieb.104|St. 211|St.211|Stu. 211|Stu.211,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Nijmegen region,100,300,certain,Brunsting 1937
Camulodunum 107,Camulodunum 107,Cam. 107|Cam.107|C. 107|C.107,Terra nigra platter,Terra nigra grote schotel,Terra Nigra Teller,Terra Nigra plat,terra nigra,platter,Continental / British imports,-20,40,certain,Hawkes & Hull 1947
Camulodunum 108,Camulodunum 108,Cam. 108|Cam.108|C. 108|C.108,Terra nigra platter,Terra nigra grote schotel,Terra Nigra Teller,Terra Nigra plat,terra nigra,platter,Continental / British imports,-20,40,certain,Hawkes & Hull 1947
Camulodunum 110,Camulodunum 110,Cam. 110|Cam.110|C. 110|C.110,Terra rubra platter,Terra rubra grote schotel,Terra Rubra Teller,Terra Rubra plat,terra rubra,platter,Continental / British imports,-50,50,certain,Hawkes & Hull 1947
Camulodunum 111,Camulodunum 111,Cam. 111|Cam.111|C. 111|C.111,Terra rubra platter,Terra rubra grote schotel,Terra Rubra Teller,Terra Rubra plat,terra rubra,platter,Continental / British imports,-30,40,certain,Hawkes & Hull 1947
Camulodunum 112,Camulodunum 112,Cam. 112|Cam.112|C. 112|C.112,Terra rubra platter,Terra rubra grote schotel,Terra Rubra Teller,Terra Rubra plat,terra rubra,platter,Continental / British imports,-30,40,certain,Hawkes & Hull 1947
Camulodunum 113,Camulodunum 113,Cam. 113|Cam.113|C. 113|C.113,Terra rubra platter,Terra rubra grote schotel,Terra Rubra Teller,Terra Rubra plat,terra rubra,platter,Continental / British imports,-30,40,certain,Hawkes & Hull 1947
Camulodunum 114,Camulodunum 114,Cam. 114|Cam.114|C. 114|C.114,Terra rubra platter,Terra rubra grote schotel,Terra Rubra Teller,Terra Rubra plat,terra rubra,platter,Continental / British imports,-20,50,certain,Hawkes & Hull 1947
Camulodunum 115,Camulodunum 115,Cam. 115|Cam.115|C. 115|C.115,Terra rubra platter,Terra rubra grote schotel,Terra Rubra Teller,Terra Rubra plat,terra rubra,platter,Continental / British imports,-20,50,certain,Hawkes & Hull 1947
Camulodunum 120,Camulodunum 120,Cam. 120|Cam.120|C. 120|C.120,Terra nigra cup,Terra nigra beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,cup,Continental / British imports,-20,40,certain,Hawkes & Hull 1947
Camulodunum 162,Camulodunum 162,Cam. 162|Cam.162|C. 162|C.162,Coarse ware jar,ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Continental / British imports,43,200,certain,Hawkes & Hull 1947
Camulodunum 163,Camulodunum 163,Cam. 163|Cam.163|C. 163|C.163,Coarse ware beaker,ruwwandig aardewerk beker,Rauwandige Keramik Becher,Céramique commune gobelet,coarse ware,beaker,Continental / British imports,43,200,certain,Hawkes & Hull 1947
Camulodunum 163s,Camulodunum 163s,Cam. 163s|Cam.163s|C. 163s|C.163s,Coarse ware beaker,ruwwandig aardewerk beker,Rauwandige Keramik Becher,Céramique commune gobelet,coarse ware,beaker,Continental / British imports,43,200,certain,Hawkes & Hull 1947
Camulodunum 176,Camulodunum 176,Cam. 176|Cam.176|C. 176|C.176,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Continental / British imports,43,250,certain,Hawkes & Hull 1947
Camulodunum 184,Camulodunum 184,Cam. 184|Cam.184|C. 184|C.184,Coarse ware vessel,ruwwandig aardewerk vat,Rauwandige Keramik,Céramique commune,coarse ware,,Continental / British imports,43,250,certain,Hawkes & Hull 1947
Camulodunum 189,Camulodunum 189,Cam. 189|Cam.189|C. 189|C.189,Coarse ware vessel,ruwwandig aardewerk vat,Rauwandige Keramik,Céramique commune,coarse ware,,Continental / British imports,43,250,certain,Hawkes & Hull 1947
Camulodunum 262,Camulodunum 262,Cam. 262|Cam.262|C. 262|C.262,Coarse ware storage jar,ruwwandig aardewerk voorraadpot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Continental / British imports,100,300,certain,Hawkes & Hull 1947
Camulodunum 56,Camulodunum 56,Cam. 56|Cam.56|C. 56|C.56,Terra nigra butt beaker,Terra nigra vatvormige beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-30,50,certain,Hawkes & Hull 1947
Camulodunum 57,Camulodunum 57,Cam. 57|Cam.57|C. 57|C.57,Terra nigra butt beaker,Terra nigra vatvormige beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-20,50,certain,Hawkes & Hull 1947
Camulodunum 58,Camulodunum 58,Cam. 58|Cam.58|C. 58|C.58,Terra nigra girth beaker,Terra nigra ribbel beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-20,50,certain,Hawkes & Hull 1947
Camulodunum 59,Camulodunum 59,Cam. 59|Cam.59|C. 59|C.59,Terra nigra girth beaker,Terra nigra ribbel beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-10,50,certain,Hawkes & Hull 1947
Chenet 302,Chenet 302,Chn. 302|Chn.302|Ch. 302|Ch.302,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,450,certain,Chenet 1941
Chenet 304,Chenet 304|Dragendorff 48,Chn. 304|Chn.304|Ch. 304|Ch.304|Drag. 48|Drag.48|Dr. 48|Dr.48|D. 48|D.48,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),270,420,certain,Chenet 1941
Chenet 305,Chenet 305,Chn. 305|Chn.305|Ch. 305|Ch.305,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),270,420,certain,Chenet 1941
Chenet 306,Chenet 306,Chn. 306|Chn.306|Ch. 306|Ch.306,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 307,Chenet 307,Chn. 307|Chn.307|Ch. 307|Ch.307,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,400,certain,Chenet 1941
Chenet 308,Chenet 308,Chn. 308|Chn.308|Ch. 308|Ch.308,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 309,Chenet 309,Chn. 309|Chn.309|Ch. 309|Ch.309,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 310,Chenet 310,Chn. 310|Chn.310|Ch. 310|Ch.310,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 311,Chenet 311,Chn. 311|Chn.311|Ch. 311|Ch.311,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 312,Chenet 312,Chn. 312|Chn.312|Ch. 312|Ch.312,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 313,Chenet 313,Chn. 313|Chn.313|Ch. 313|Ch.313,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 314,Chenet 314,Chn. 314|Chn.314|Ch. 314|Ch.314,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 315,Chenet 315,Chn. 315|Chn.315|Ch. 315|Ch.315,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 316,Chenet 316,Chn. 316|Chn.316|Ch. 316|Ch.316,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 317,Chenet 317,Chn. 317|Chn.317|Ch. 317|Ch.317,Argonnian terra sigillata beaker,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 318,Chenet 318,Chn. 318|Chn.318|Ch. 318|Ch.318,Argonnian terra sigillata beaker,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 319,Chenet 319,Chn. 319|Chn.319|Ch. 319|Ch.319,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 320,Chenet 320,Chn. 320|Chn.320|Ch. 320|Ch.320,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 321,Chenet 321,Chn. 321|Chn.321|Ch. 321|Ch.321,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 322,Chenet 322,Chn. 322|Chn.322|Ch. 322|Ch.322,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 323,Chenet 323,Chn. 323|Chn.323|Ch. 323|Ch.323,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 324,Chenet 324,Chn. 324|Chn.324|Ch. 324|Ch.324,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 325,Chenet 325,Chn. 325|Chn.325|Ch. 325|Ch.325,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 326,Chenet 326,Chn. 326|Chn.326|Ch. 326|Ch.326,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 327,Chenet 327,Chn. 327|Chn.327|Ch. 327|Ch.327,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 328,Chenet 328,Chn. 328|Chn.328|Ch. 328|Ch.328,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 329,Chenet 329,Chn. 329|Chn.329|Ch. 329|Ch.329,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 330,Chenet 330,Chn. 330|Chn.330|Ch. 330|Ch.330,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 331,Chenet 331,Chn. 331|Chn.331|Ch. 331|Ch.331,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 332,Chenet 332,Chn. 332|Chn.332|Ch. 332|Ch.332,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
Chenet 333,Chenet 333,Chn. 333|Chn.333|Ch. 333|Ch.333,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 333b,Chenet 333b,Chn. 333b|Chn.333b|Ch. 333b|Ch.333b,terra sigillata bowl,terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,450,certain,Chenet 1941
Chenet 334,Chenet 334,Chn. 334|Chn.334|Ch. 334|Ch.334,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 335,Chenet 335,Chn. 335|Chn.335|Ch. 335|Ch.335,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 336,Chenet 336,Chn. 336|Chn.336|Ch. 336|Ch.336,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 337,Chenet 337,Chn. 337|Chn.337|Ch. 337|Ch.337,Argonnian terra sigillata flask,Argonnische terra sigillata fles,Terra Sigillata Flasche,Sigillée flacon,terra sigillata,flask,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 338,Chenet 338,Chn. 338|Chn.338|Ch. 338|Ch.338,Argonnian terra sigillata flask,Argonnische terra sigillata fles,Terra Sigillata Flasche,Sigillée flacon,terra sigillata,flask,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 339,Chenet 339,Chn. 339|Chn.339|Ch. 339|Ch.339,Argonnian terra sigillata flask,Argonnische terra sigillata fles,Terra Sigillata Flasche,Sigillée flacon,terra sigillata,flask,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 340,Chenet 340,Chn. 340|Chn.340|Ch. 340|Ch.340,Argonnian terra sigillata flagon,Argonnische terra sigillata kruik,Terra Sigillata Krug,Sigillée flacon,terra sigillata,flagon,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 341,Chenet 341,Chn. 341|Chn.341|Ch. 341|Ch.341,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 342,Chenet 342,Chn. 342|Chn.342|Ch. 342|Ch.342,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
Chenet 345,Chenet 345,Chn. 345|Ch. 345,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Argonnische Terra Sigillata Becher,Sigillée argonnaise gobelet,terra sigillata,cup,Argonnian (NE France),300,420,probable,Chenet 1941
Chenet 348,Chenet 348,Chn. 348|Ch. 348,Argonnian terra sigillata jug,Argonnische terra sigillata kruik,Argonnische Terra Sigillata Krug,Sigillée argonnaise cruche,terra sigillata,jug,Argonnian (NE France),300,420,probable,Chenet 1941
Conspectus 1,Conspectus 1,Cons. 1|Cons.1|Consp. 1|Consp.1,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-50,-10,certain,Ettlinger et al. 1990
Conspectus 10,Conspectus 10,Cons. 10|Cons.10|Consp. 10|Consp.10,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-30,15,certain,Ettlinger et al. 1990
Conspectus 11,Conspectus 11,Cons. 11|Cons.11|Consp. 11|Consp.11,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-30,30,certain,Ettlinger et al. 1990
Conspectus 12,Conspectus 12,Cons. 12|Cons.12|Consp. 12|Consp.12,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-20,15,certain,Ettlinger et al. 1990
Conspectus 13,Conspectus 13,Cons. 13|Cons.13|Consp. 13|Consp.13,Arretine terra sigillata form,Arretijnse terra sigillata vorm,,,,,Italian (Arretine — Arezzo),-20,50,certain,Ettlinger et al. 1990
Conspectus 14,Conspectus 14,Cons. 14|Cons.14|Consp. 14|Consp.14,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-20,15,certain,Ettlinger et al. 1990
Conspectus 15,Conspectus 15,Cons. 15|Cons.15|Consp. 15|Consp.15,Arretine terra sigillata form,Arretijnse terra sigillata vorm,,,,,Italian (Arretine — Arezzo),-20,50,certain,Ettlinger et al. 1990
Conspectus 17,Conspectus 17,Cons. 17|Cons.17|Consp. 17|Consp.17,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-15,20,certain,Ettlinger et al. 1990
Conspectus 18,Conspectus 18,Cons. 18|Cons.18|Consp. 18|Consp.18,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-15,25,certain,Ettlinger et al. 1990
Conspectus 2,Conspectus 2,Cons. 2|Cons.2|Consp. 2|Consp.2,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-40,10,certain,Ettlinger et al. 1990
Conspectus 20,Conspectus 20,Cons. 20|Cons.20|Consp. 20|Consp.20,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-15,30,certain,Ettlinger et al. 1990
Conspectus 22,Conspectus 22,Cons. 22|Cons.22|Consp. 22|Consp.22,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-15,20,certain,Ettlinger et al. 1990
Conspectus 23,Conspectus 23,Cons. 23|Cons.23|Consp. 23|Consp.23,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-5,30,certain,Ettlinger et al. 1990
Conspectus 26,Conspectus 26,Cons. 26|Cons.26|Consp. 26|Consp.26,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,40,certain,Ettlinger et al. 1990
Conspectus 27,Conspectus 27,Cons. 27|Cons.27|Consp. 27|Consp.27,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,40,certain,Ettlinger et al. 1990
Conspectus 28,Conspectus 28,Cons. 28|Cons.28|Consp. 28|Consp.28,Arretine ware hemispherical bowl,Arretijns aardewerk halfbolvormige kom,Arretinische Ware Schüssel,Sigillée arétine bol,arretine ware,bowl,Italian (Arretine — Arezzo),1,50,certain,Ettlinger et al. 1990
Conspectus 29,Conspectus 29,Cons. 29|Cons.29|Consp. 29|Consp.29,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-5,30,certain,Ettlinger et al. 1990
Conspectus 3,Conspectus 3,Cons. 3|Cons.3|Consp. 3|Consp.3,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-40,10,certain,Ettlinger et al. 1990
Conspectus 30,Conspectus 30,Cons. 30|Cons.30|Consp. 30|Consp.30,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-10,20,certain,Ettlinger et al. 1990
Conspectus 31,Conspectus 31,Cons. 31|Cons.31|Consp. 31|Consp.31,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-10,25,certain,Ettlinger et al. 1990
Conspectus 32,Conspectus 32,Cons. 32|Cons.32|Consp. 32|Consp.32,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,40,certain,Ettlinger et al. 1990
Conspectus 33,Conspectus 33,Cons. 33|Cons.33|Consp. 33|Consp.33,Arretine ware hemispherical cup,Arretijns aardewerk halfbolvormige beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,50,certain,Ettlinger et al. 1990
Conspectus 34,Conspectus 34,Cons. 34|Cons.34|Consp. 34|Consp.34,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),10,50,certain,Ettlinger et al. 1990
Conspectus 36,Conspectus 36,Cons. 36|Cons.36|Consp. 36|Consp.36,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,50,certain,Ettlinger et al. 1990
