id,typology_code,synonyms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
103,Camulodunum 163s,,Cam. 163s|Cam.163s|C. 163s|C.163s,Coarse ware beaker,ruwwandig aardewerk beker,Rauwandige Keramik Becher,Céramique commune gobelet,coarse ware,beaker,Continental / British imports,43,200,certain,Hawkes & Hull 1947
104,Camulodunum 176,,Cam. 176|Cam.176|C. 176|C.176,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Continental / British imports,43,250,certain,Hawkes & Hull 1947
105,Camulodunum 184,,Cam. 184|Cam.184|C. 184|C.184,Coarse ware vessel,ruwwandig aardewerk vat,Rauwandige Keramik,Céramique commune,coarse ware,,Continental / British imports,43,250,certain,Hawkes & Hull 1947
106,Camulodunum 189,,Cam. 189|Cam.189|C. 189|C.189,Coarse ware vessel,ruwwandig aardewerk vat,Rauwandige Keramik,Céramique commune,coarse ware,,Continental / British imports,43,250,certain,Hawkes & Hull 1947
107,Camulodunum 262,,Cam. 262|Cam.262|C. 262|C.262,Coarse ware storage jar,ruwwandig aardewerk voorraadpot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Continental / British imports,100,300,certain,Hawkes & Hull 1947
108,Camulodunum 56,,Cam. 56|Cam.56|C. 56|C.56,Terra nigra butt beaker,Terra nigra vatvormige beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-30,50,certain,Hawkes & Hull 1947
109,Camulodunum 57,,Cam. 57|Cam.57|C. 57|C.57,Terra nigra butt beaker,Terra nigra vatvormige beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-20,50,certain,Hawkes & Hull 1947
110,Camulodunum 58,,Cam. 58|Cam.58|C. 58|C.58,Terra nigra girth beaker,Terra nigra ribbel beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-20,50,certain,Hawkes & Hull 1947
111,Camulodunum 59,,Cam. 59|Cam.59|C. 59|C.59,Terra nigra girth beaker,Terra nigra ribbel beker,Terra Nigra Becher,Terra Nigra gobelet,terra nigra,beaker,Continental / British imports,-10,50,certain,Hawkes & Hull 1947
112,Chenet 304,Dragendorff 48,Chn. 304|Chn.304|Ch. 304|Ch.304,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),270,420,certain,Chenet 1941
113,Chenet 305,,Chn. 305|Chn.305|Ch. 305|Ch.305,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),270,420,certain,Chenet 1941
114,Chenet 306,,Chn. 306|Chn.306|Ch. 306|Ch.306,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
115,Chenet 307,,Chn. 307|Chn.307|Ch. 307|Ch.307,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,400,certain,Chenet 1941
116,Chenet 308,,Chn. 308|Chn.308|Ch. 308|Ch.308,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
117,Chenet 309,,Chn. 309|Chn.309|Ch. 309|Ch.309,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
118,Chenet 310,,Chn. 310|Chn.310|Ch. 310|Ch.310,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
119,Chenet 311,,Chn. 311|Chn.311|Ch. 311|Ch.311,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
120,Chenet 312,,Chn. 312|Chn.312|Ch. 312|Ch.312,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
121,Chenet 313,,Chn. 313|Chn.313|Ch. 313|Ch.313,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
122,Chenet 314,,Chn. 314|Chn.314|Ch. 314|Ch.314,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
123,Chenet 315,,Chn. 315|Chn.315|Ch. 315|Ch.315,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
124,Chenet 316,,Chn. 316|Chn.316|Ch. 316|Ch.316,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
125,Chenet 317,,Chn. 317|Chn.317|Ch. 317|Ch.317,Argonnian terra sigillata beaker,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
126,Chenet 318,,Chn. 318|Chn.318|Ch. 318|Ch.318,Argonnian terra sigillata beaker,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
127,Chenet 319,,Chn. 319|Chn.319|Ch. 319|Ch.319,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
128,Chenet 320,,Chn. 320|Chn.320|Ch. 320|Ch.320,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
129,Chenet 321,,Chn. 321|Chn.321|Ch. 321|Ch.321,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
130,Chenet 322,,Chn. 322|Chn.322|Ch. 322|Ch.322,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
131,Chenet 323,,Chn. 323|Chn.323|Ch. 323|Ch.323,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
132,Chenet 324,,Chn. 324|Chn.324|Ch. 324|Ch.324,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
133,Chenet 325,,Chn. 325|Chn.325|Ch. 325|Ch.325,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
134,Chenet 326,,Chn. 326|Chn.326|Ch. 326|Ch.326,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
135,Chenet 327,,Chn. 327|Chn.327|Ch. 327|Ch.327,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
136,Chenet 328,,Chn. 328|Chn.328|Ch. 328|Ch.328,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
137,Chenet 329,,Chn. 329|Chn.329|Ch. 329|Ch.329,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
138,Chenet 330,,Chn. 330|Chn.330|Ch. 330|Ch.330,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
139,Chenet 331,,Chn. 331|Chn.331|Ch. 331|Ch.331,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
140,Chenet 332,,Chn. 332|Chn.332|Ch. 332|Ch.332,Argonnian terra sigillata decorated bowl,Argonnische terra sigillata versierd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,430,certain,Chenet 1941
141,Chenet 333,,Chn. 333|Chn.333|Ch. 333|Ch.333,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
142,Chenet 334,,Chn. 334|Chn.334|Ch. 334|Ch.334,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
143,Chenet 335,,Chn. 335|Chn.335|Ch. 335|Ch.335,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
144,Chenet 336,,Chn. 336|Chn.336|Ch. 336|Ch.336,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
145,Chenet 337,,Chn. 337|Chn.337|Ch. 337|Ch.337,Argonnian terra sigillata flask,Argonnische terra sigillata fles,Terra Sigillata Flasche,Sigillée flacon,terra sigillata,flask,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
146,Chenet 338,,Chn. 338|Chn.338|Ch. 338|Ch.338,Argonnian terra sigillata flask,Argonnische terra sigillata fles,Terra Sigillata Flasche,Sigillée flacon,terra sigillata,flask,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
147,Chenet 339,,Chn. 339|Chn.339|Ch. 339|Ch.339,Argonnian terra sigillata flask,Argonnische terra sigillata fles,Terra Sigillata Flasche,Sigillée flacon,terra sigillata,flask,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
148,Chenet 340,,Chn. 340|Chn.340|Ch. 340|Ch.340,Argonnian terra sigillata flagon,Argonnische terra sigillata kruik,Terra Sigillata Krug,Sigillée flacon,terra sigillata,flagon,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
149,Chenet 341,,Chn. 341|Chn.341|Ch. 341|Ch.341,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
150,Chenet 342,,Chn. 342|Chn.342|Ch. 342|Ch.342,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Argonnian (NE France — Argonne Forest),300,420,certain,Chenet 1941
151,Conspectus 1,,Cons. 1|Cons.1|Consp. 1|Consp.1,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-50,-10,certain,Ettlinger et al. 1990
152,Conspectus 10,,Cons. 10|Cons.10|Consp. 10|Consp.10,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-30,15,certain,Ettlinger et al. 1990
153,Conspectus 11,,Cons. 11|Cons.11|Consp. 11|Consp.11,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-30,30,certain,Ettlinger et al. 1990
154,Conspectus 12,,Cons. 12|Cons.12|Consp. 12|Consp.12,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-20,15,certain,Ettlinger et al. 1990
155,Conspectus 14,,Cons. 14|Cons.14|Consp. 14|Consp.14,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-20,15,certain,Ettlinger et al. 1990
156,Conspectus 17,,Cons. 17|Cons.17|Consp. 17|Consp.17,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-15,20,certain,Ettlinger et al. 1990
157,Conspectus 18,,Cons. 18|Cons.18|Consp. 18|Consp.18,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-15,25,certain,Ettlinger et al. 1990
158,Conspectus 2,,Cons. 2|Cons.2|Consp. 2|Consp.2,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-40,10,certain,Ettlinger et al. 1990
159,Conspectus 20,,Cons. 20|Cons.20|Consp. 20|Consp.20,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-15,30,certain,Ettlinger et al. 1990
160,Conspectus 22,,Cons. 22|Cons.22|Consp. 22|Consp.22,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-15,20,certain,Ettlinger et al. 1990
161,Conspectus 23,,Cons. 23|Cons.23|Consp. 23|Consp.23,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-5,30,certain,Ettlinger et al. 1990
162,Conspectus 26,,Cons. 26|Cons.26|Consp. 26|Consp.26,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,40,certain,Ettlinger et al. 1990
163,Conspectus 27,,Cons. 27|Cons.27|Consp. 27|Consp.27,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,40,certain,Ettlinger et al. 1990
164,Conspectus 28,,Cons. 28|Cons.28|Consp. 28|Consp.28,Arretine ware hemispherical bowl,Arretijns aardewerk halfbolvormige kom,Arretinische Ware Schüssel,Sigillée arétine bol,arretine ware,bowl,Italian (Arretine — Arezzo),1,50,certain,Ettlinger et al. 1990
165,Conspectus 29,,Cons. 29|Cons.29|Consp. 29|Consp.29,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-5,30,certain,Ettlinger et al. 1990
166,Conspectus 3,,Cons. 3|Cons.3|Consp. 3|Consp.3,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-40,10,certain,Ettlinger et al. 1990
167,Conspectus 30,,Cons. 30|Cons.30|Consp. 30|Consp.30,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-10,20,certain,Ettlinger et al. 1990
168,Conspectus 31,,Cons. 31|Cons.31|Consp. 31|Consp.31,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-10,25,certain,Ettlinger et al. 1990
169,Conspectus 32,,Cons. 32|Cons.32|Consp. 32|Consp.32,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,40,certain,Ettlinger et al. 1990
170,Conspectus 33,,Cons. 33|Cons.33|Consp. 33|Consp.33,Arretine ware hemispherical cup,Arretijns aardewerk halfbolvormige beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,50,certain,Ettlinger et al. 1990
171,Conspectus 34,,Cons. 34|Cons.34|Consp. 34|Consp.34,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),10,50,certain,Ettlinger et al. 1990
172,Conspectus 36,,Cons. 36|Cons.36|Consp. 36|Consp.36,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),1,50,certain,Ettlinger et al. 1990
173,Conspectus 37,,Cons. 37|Cons.37|Consp. 37|Consp.37,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),5,50,certain,Ettlinger et al. 1990
174,Conspectus 38,,Cons. 38|Cons.38|Consp. 38|Consp.38,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),15,60,certain,Ettlinger et al. 1990
175,Conspectus 39,,Cons. 39|Cons.39|Consp. 39|Consp.39,Arretine ware bowl,Arretijns aardewerk kom,Arretinische Ware Schüssel,Sigillée arétine bol,arretine ware,bowl,Italian (Arretine — Arezzo),20,65,certain,Ettlinger et al. 1990
176,Conspectus 4,,Cons. 4|Cons.4|Consp. 4|Consp.4,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-35,15,certain,Ettlinger et al. 1990
177,Conspectus 43,,Cons. 43|Cons.43|Consp. 43|Consp.43,Arretine ware bowl,Arretijns aardewerk kom,Arretinische Ware Schüssel,Sigillée arétine bol,arretine ware,bowl,Italian (Arretine — Arezzo),30,70,certain,Ettlinger et al. 1990
178,Conspectus 5,,Cons. 5|Cons.5|Consp. 5|Consp.5,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-40,20,certain,Ettlinger et al. 1990
179,Conspectus 50,,Cons. 50|Cons.50|Consp. 50|Consp.50,Arretine ware beaker,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,beaker,Italian (Arretine — Arezzo),30,80,certain,Ettlinger et al. 1990
180,Conspectus 6,,Cons. 6|Cons.6|Consp. 6|Consp.6,Arretine ware plate,Arretijns aardewerk bord,Arretinische Ware Teller,Sigillée arétine assiette,arretine ware,plate,Italian (Arretine — Arezzo),-40,20,certain,Ettlinger et al. 1990
181,Conspectus 7,,Cons. 7|Cons.7|Consp. 7|Consp.7,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-30,10,certain,Ettlinger et al. 1990
182,Conspectus 8,,Cons. 8|Cons.8|Consp. 8|Consp.8,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-20,10,certain,Ettlinger et al. 1990
183,Conspectus 9,,Cons. 9|Cons.9|Consp. 9|Consp.9,Arretine ware cup,Arretijns aardewerk beker,Arretinische Ware Becher,Sigillée arétine gobelet,arretine ware,cup,Italian (Arretine — Arezzo),-30,30,certain,Ettlinger et al. 1990
184,Curle 11,,Cur. 11|Cur.11,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Central / East Gaulish,80,200,certain,Curle 1911
185,Curle 15,Dragendorff 31|Ludowici SA|Ludowici SMa,Cur. 15|Cur.15,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Central / East Gaulish,100,260,certain,Curle 1911
186,Curle 21,Dragendorff 45,Cur. 21|Cur.21,Terra sigillata mortarium,Terra sigillata mortarium,Terra Sigillata Reibschüssel,Sigillée mortier,terra sigillata,mortarium,Central / East Gaulish,150,260,certain,Curle 1911
187,Curle 23,,Cur. 23|Cur.23,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Central / East Gaulish,80,200,certain,Curle 1911
188,Dangstetten 1,,Dan. 1|Dan.1|Dang. 1|Dang.1,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (pre-Tiberian),-15,-7,certain,Fingerlin 1986
189,Dangstetten 2,,Dan. 2|Dan.2|Dang. 2|Dang.2,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (pre-Tiberian),-15,-7,certain,Fingerlin 1986
190,Dangstetten 3,,Dan. 3|Dan.3|Dang. 3|Dang.3,Thin-walled beaker,dunwandig beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Italian / South Gaulish (pre-Tiberian),-15,-7,certain,Fingerlin 1986
191,Dangstetten 4,,Dan. 4|Dan.4|Dang. 4|Dang.4,Painted ware vessel,beschilderd aardewerk vat,,,,,Italian / South Gaulish (pre-Tiberian),-15,-7,certain,Fingerlin 1986
